,species_guess
2118,Chipe Tropical
2119,Saltador Cabeza Negra
2121,Puerto Rican Crested Toad
2123,Ambertails and Firetails
2127,Common Black Hawk
2128,Tiny Sunbird
2129,Fraser's Rufous Thrush
2130,Western Black-headed Oriole
2131,Cisticolas
2134,Oecanthus alexanderi
2136,Sperm Whale
2137,Southern Livingstone's Turaco
2138,Pipistrelle Commune
2143,Tree Swallow
2148,Cuicacoche pico curvo
2149,Andean Marsupial Frog
2156,Aleutian Cackling Goose
2159,Herring Gull
2168,Chara Copetona
2171,Chevêchette d'Europe
2175,Ring-billed Gull
2180,Collinses' Mountain Chorus Frog
2181,Plains Leopard Frog
2184,Olive Sunbird
2185,Brewer's Sparrow
2187,Pinzón mexicano
2189,Cherrynose
2190,Rana toro
2194,희시무르귀뚜라미
2195,Vireo de Cassin
2203,California Red-shouldered Hawk
2204,Cuervo común
2205,Papamoscas Pinero
2211,Rhinella icterica
2214,Pavito Migratorio
2219,Mirlo garganta blanca
2221,Black-collared Starling
2222,Golondrina Pecho Gris
2224,American Coot
2227,Light-vented Bulbul
2229,White-throated Swift
2230,Baloncillo
2233,Reed Parrotbill
2236,Vinous-throated Parrotbill
2239,Labiated Rainfrog
2240,Upland Chorus Frog
2241,Arremonops tocuyensis
2242,Saltator orenocensis
2243,Lipaugus weberi
2245,American Alligator
2250,Tordo Sargento
2254,Cucarachero paisa
2261,Mono Araña Centroamericano
2266,Fantail
2270,cardinal rouge
2279,Papamoscas cenizo
2283,Zacatonero corona rayada
2284,Centzontle norteño
2286,Long-tailed Duck
2291,Green Malkoha
2293,Saltapared de Carolina
2298,Gray-sided Scimitar-Babbler
2299,Greater Prairie-Chicken
2310,Black-throated Laughingthrush
2312,South-eastern Grey Currawong
2313,Elf Owl
2314,Red-whiskered Bulbul
2317,Pearl-necked Dove
2320,Common Tailorbird
2326,Pallas's Squirrel
2330,Wild Turkey
2331,New Jersey Chorus Frog
2332,Cliff Swallow
2333,Guenther's Frog
2337,Lissotis melanogaster notophila
2340,Emerald-spotted Wood-Dove
2342,Cutín rayado de Quito
2343,Euglossa intersecta
2344,Saltapared de Rocas
2346,Green Dotted Treefrog
2354,Tympanoterpes serricosta
2357,True Crickets and Allies
2359,Jacareacanga Poison Frog
2360,Chiasmocleis avilapiresae
2362,Leptodactylus rhodomystax
2363,Allobates tapajos
2364,Pseudopaludicola canga
2365,Pinzón Mexicano
2369,Ring-necked Duck
2372,Pickerel Frog
2373,Rana de árbol amarilla
2374,Ranita Listada
2377,Eurasian Nuthatch
2381,North American Porcupine
2384,Rook
2386,European Mole Cricket
2387,Grey-headed Woodpecker
2389,Vireo plomizo
2390,Gorrión arlequín
2391,Red-headed Woodpecker
2393,Mosquerito Verdoso
2397,Pygmy Pipistrelle
2399,Asian Koel
2400,Black Swan
2401,Grey-headed Flying-Fox
2408,pluvier siffleur
2411,Canyon Towhee
2413,Cassin's Sparrow
2415,Texas Tree Cricket
2420,Melaniparus afer
2421,Eurasian Jay
2425,Piping Plover
2427,Codirosso comune
2428,Scleroptila afra
2431,White-throated Flycatcher
2432,Papamoscas Huí
2433,Vireo de Bell
2435,Saltapared Común
2436,Mosquerito Chillón
2441,Antillean Nighthawk
2442,Streak-backed Oriole
2443,Perching Birds
2448,Picapalo colorado
2449,Colibrí Ermitaño Enano
2450,Red-necked Grebe
2453,Cape Boubou
2456,Red-eyed Dove
2458,Poynton's River Frog
2460,Turdus migratorius
2469,Least Tern
2470,South Island Kaka
2476,Speckled Black Cicada
2480,Mirafra apiata apiata
2482,Gaeana maculata
2483,Rufous-capped Babbler
2493,European Tree Frog
2495,Eastern Bluebird
2497,Northern saw-whet owl
2498,Whitewing Grassland Cicada
2499,Yellow-browed Warbler
2500,Papamoscas Pecho Canela
2502,Lightfoot's moss frog
2506,Say's Phoebe
2514,Southern Pacific Rattlesnake
2527,Yellow-headed Parrot
2528,Emberiza calandra
2529,Rhipidura fuliginosa fuliginosa
2537,Mirlo dorso canela
2543,Chuck-Will's-Widow
2547,Red-billed Blue-Magpie
2548,Fork-tailed Sunbird
2555,Asian Painted Frog
2557,Chachalaca Oriental
2564,Woodhouse's Scrub-Jay
2569,Flowerpeckers
2577,Lincoln's Sparrow
2583,Granatelo mexicano
2588,Elegant Trogon
2592,Little Greenbul
2597,Gorrión Europeo
2601,Common Chaffinch
2602,Chinese Noctule
2604,Kenya Lesser Galago
2605,Otolemur garnettii kikuyuensis
2606,Carpintero cheje
2620,Halcón mexicano
2621,Kalatiira
2624,Carpintero bellotero
2627,California Myotis
2633,Evening Bat
2634,Northern Yellow Bat
2641,Southern Toad
2644,Rey del bosque
2646,Semillero brincador
2648,Hermit Warbler
2651,Vireo gorjeador
2652,Reed Bunting
2659,Geothlypis trichas chapalensis
2662,Grenouilles vertes
2675,Eurasian Reed Warbler
2679,Momoto Corona Negra
2680,Chondestes grammacus
2682,Black-capped Vireo
2684,Great Reed Warbler
2689,Thamnophilus nigriceps
2690,Poliocrania exsul maculifer
2693,Vesper Sparrow
2695,Tecolote enano
2700,Carpintero del desierto
2701,Papamoscas del Oeste
2704,Vesper Bats
2732,Gaeana
2771,Atlantic Ghost Crab
2772,Spined Oak Borer Beetle
2789,Dusky-chested Flycatcher
2791,Empidonax minimus
2795,Turkey Vulture
2809,Rane verdi
2810,Violet-green Swallow
2812,Yellow-headed Blackbird
2813,Bullock's Oriole
2816,Vireón Cejas Canela
2820,Corn Bunting
2821,Common Swift
2824,Perlita del desierto
2826,Oriental Magpie
2828,Black-throated Blue Warbler
2831,Eastern Spadefoot
2835,Barking Tree Frog
2837,Saltapared Barranqueño
2838,Perlita sinaloense
2851,Connecticut Warbler
2860,Bashful Rainfrog
2867,Verzellino
2869,Winter Wren
2872,Cape May Warbler
2876,Putnam's Cicada
2882,Yellow Grosbeak
2883,Sapo nebuloso
2884,Urraca Cara Negra
2890,Cuervo sinaloense
2898,Tibicinoides
2900,Okanagana fumipennis
2902,Okanagana synodica nigra
2904,Scaled Quail × Northern Bobwhite
2909,Cardenal Desértico
2914,Magnolia Warbler
2915,Blackburnian Warbler
2919,Golondrina risquera
2920,White-faced Ibis
2922,Hypsipetes amaurotis hensoni
2923,Central Texas Leaf-Katydid
2924,Spicebush Swallowtail
2931,Gray's Stream Frog
2935,Village Indigobird
2940,Pradero del Oeste
2947,Myrtle Warbler
2951,Pine Woods Tree Frog
2953,Boana bischoffi
2960,Western Bonneted Bat
2965,Scieroptera crocea
2968,Wing-tapping Cicadas
2973,黑蒙西氏小雨蛙
2980,Eastern Whip-poor-will
2983,Worm-eating Warbler
2985,Hadoa duryi
2989,Chestnut Bulbul
2990,Fiebers Plumpschrecke
2995,grive de Bicknell
2996,Green Woodpecker
2999,Diceroprocta cinctifera
3001,Orca
3002,Hirundo rustica
3003,Little Devil Poison Frog
3007,Mimus polyglottos
3010,Snow Bunting
3013,Urraca Cara Blanca
3020,Okanagana mariposa
3021,Agachona Norteamericana
3022,Collared Trogon
3023,Eurasian River Warbler
3025,Eurasian Magpie
3036,Oecanthus rileyi
3040,Oecanthus argentinus
3041,Spring Field Cricket
3045,Domestic Duck
3046,애여치
3054,Diceroprocta swalei
3056,Golden Vireo
3057,Gampsocleis ussuriensis
3059,白頭鵯
3060,Parus minor commixtus
3063,Botteri's Sparrow
3072,Papamoscas yucateco
3075,Spruce Grouse
3076,Geothlypis trichas
3077,Bay-breasted Warbler
3080,Corvus ossifragus
3082,Virginia Opossum
3083,Rana de árbol de montaña
3084,Powerful Owl
3096,Yellow-billed Magpie
3097,Whirring Tree Frog
3100,Dog-day Cicadas
3112,Itara
3113,Phonarellus ritsemae
3117,Aves
3123,Western Red-tailed Hawk
3125,Black-eared Cuckoo
3130,Vireo Enano
3134,Eastern Yellow Wagtail
3135,French Meadow Bush-cricket
3136,Aridland Cicada
3143,Búho Cara Canela
3144,rana de vidrio esmeralda
3150,Florida True Katydid
3151,Papamoscas Garganta Blanca
3153,Chara Transvolcánica
3159,Murciélago cola suelta brasileño
3162,Common Myna
3163,Warbling White-eye
3172,Southern Cricket Frog
3178,Vireo enano
3181,Cricket Frogs
3183,Snowy Egret
3189,Black-polled Yellowthroat
3194,Sharp-shinned Hawk
3202,Clay-colored Thrush
3205,긴날개여치
3216,Chestnut-sided Warbler
3221,Dwarf Vireo
3222,Rusty-crowned Ground-Sparrow
3232,Superb Dog-day Cicada
3234,Red-breasted Nuthatch
3240,Kea
3243,Ewing's Tree Frog
3246,Chalcomitra senegalensis gutturalis
3248,Okanagana tristis
3268,Holarctic Tree Frogs
3270,Evening Bats
3272,Rascador Moteado
3274,말매미
3275,Saffron Finch
3278,Eurasian Bullfinch
3279,Surfbird
3280,Collared Pika
3289,Whio
3291,Eastern Scissors Grinder Cicada
3294,Tirano Chibiú
3300,Western Roe Deer
3301,Bush Stone-curlew
3302,Taiga Merlin
3303,Pampas Fox
3307,semillero cuelliblanco
3309,Diceroprocta delicata
3314,Western Tanager
3317,Western Honey Bee
3322,Red-cockaded Woodpecker
3323,Saltapared Sabanero
3324,White-tailed Hawk
3325,Saltapared Sinaloense
3326,Mosquerito del Balsas
3327,Cinnamon-bellied Flowerpiercer
3328,Papamoscas José María
3339,Spotted Antpitta
3340,Amazonian Pygmy-Owl
3342,Papamoscas Rayado Común
3347,Prairie Rattlesnake
3348,Dianemobius fascipes nigrofasciatus
3349,Emma field cricket
3351,British Chaffinch
3356,Microhyla kodial
3357,Carpintero de Pechera Común
3358,Colibrí garganta azul
3361,Gemmate Bush Katydid
3366,Anaxipha fultoni
3368,Yellow-billed Loon
3369,European Mantis
3372,Gämse
3373,Corn Crake
3376,Short-winged Meadow Katydid
3379,Blässhuhn
3380,Trumpeter Hornbill
3382,Chinese Hwamei
3384,Mergus merganser
3387,Loxoblemmus doenitzi
3388,Hirondelle de fenêtre
3389,Colorín Azul
3392,Grey-breasted Prinia
3393,Huechys
3395,Rufous Songlark
3396,Chiming Wedgebill
3401,Orange-winged Parrot
3403,Cole's Bush Cicada
3406,Creosote Bush Grasshopper
3410,Mediterranean Katydid
3413,Great Basin Rattlesnake
3414,Red-backed Scrub-Robin
3417,Eastern Carrion Crow
3418,Black Turnstone
3420,Black-horned Tree Cricket
3422,Riley's 13-Year Cicada
3430,Horned Lark
3431,LeConte's Sparrow
3435,Cape Grassbird
3436,Hyalessa maculaticollis
3438,Calancate Común
3439,Paloma de collar africana
3440,Broad-winged Tree Cricket
3441,Chorlo tildío
3442,Smooth-billed Ani
3448,Scudder's Bush Katydids
3453,Slate-colored Junco
3454,Scaly-breasted Munia
3457,Tree Crickets
3468,Eurasian Skylark
3469,Tule Elk
3472,Two-spotted Tree Cricket
3474,Eastern Small-footed Myotis
3475,Graúna
3483,Rose-throated Becard
3489,Delalande's sand frog
3490,Dwarf Dainty Frog
3491,Strix virgata
3492,Bladder Cicada
3494,Klaas's Cuckoo
3495,Greater Honeyguide
3497,Canario coronado
3499,Heloise's Hummingbird
3500,Northwestern Crow
3501,Haliaeetus leucocephalus
3503,Emberiza capensis capensis
3504,American Wigeon
3516,Common Meadow Katydids
3519,White-faced Bush-cricket
3523,Goldcrest
3529,Common Swamp Cicada
3534,Eastern Screech-Owl
3537,White-crested Elaenia
3539,Four-spotted Tree Cricket
3545,Kenya Coast Galago
3546,Dumetella carolinensis
3552,Chevalier criard
3555,Chara Yucateca
3556,Colostethus inguinalis
3557,Australasian Figbird
3558,Snail Kite
3559,Common Eastern Froglet
3560,Cercotrichas signata signata
3561,Natal Puddle Frog
3562,Bienteveo común
3567,Japanese Tree Frog
3571,Rascador Viejita
3572,Texas Bush Katydid
3574,Red-crested Cardinal
3575,Black Goshawk
3576,batará pizarroso occidental​
3579,Colorín morado
3582,Cisticola chiniana campestris
3585,Red-billed Oxpecker
3596,Tettigonia cantans
3598,Red-masked Parakeet
3599,Southern Collared Sunbird
3600,Milvus migrans parasitus
3604,Southern Black Goshawk
3614,Pallas's Grasshopper-Warbler
3615,Пятнистый сверчок
3617,Бурая Пеночка
3618,Обыкновенная вертишейка
3621,Garden Warbler
3622,高砂熊蟬
3623,Antigone canadensis
3625,Grulla Común
3626,Golden Whistler
3628,Сибирский жулан
3629,Tyrannus melancholicus
3630,Cuitlacoche Manchado
3636,Common Buzzard
3637,Piping Cisticola
3638,Lepidodactylus lugubris
3641,Tufted × Black-crested Titmouse
3643,Three-banded Plover
3644,Blacksmith Lapwing
3645,Cape Gull
3646,Southern Malachite Sunbird
3647,White-cheeked Barbet
3655,Hibiscus Cicada
3657,Southern Red-eyed Squeaker
3662,Zumbador cola ancha
3665,Harlequin Treefrog
3668,Keel-billed Toucan
3670,Purple-crested Turaco
3671,Águila tirana
3677,African Goshawk
3682,Great Blue Heron
3686,Marbled Godwit
3689,Rock Squirrel
3690,Golden-crowned Kinglet
3692,Black Oystercatcher
3693,Black Cuckoo
3705,Chachalaca colombiana
3706,Mangrove Cicada
3708,Black Tree-Ticker
3709,Paperbark Cicada
3716,Euchorthippus elegantulus
3717,Omocestus raymondi
3719,Jungle Prinia
3720,Indri
3721,Superb Lyrebird
3726,Dendropsophus ebraccatus
3727,Тростниковая овсянка
3728,Rufous-bellied Euphonia
3733,sturnelle de l'ouest
3734,red fox sparrow
3736,Yellow-throated Toucan
3739,Evening Grosbeak
3744,Orangewing Cicadas
3745,Pluvier doré
3746,American Oystercatcher
3748,Краснобрюхая жерлянка
3752,Domestic Cat
3755,Уральская Неясыть
3760,Fence Buzzer
3761,Fringe-footed Tree Frog
3762,Tasmanian Froglet
3764,Cabezón Mexicano
3765,Matraca serrana
3766,Acanthogryllus fortipes
3768,Yellow-throated Scrubwren
3769,South Island Robin
3771,Eastern Whipbird
3776,Matico
3777,Black-billed Oropendola
3778,Amazon Parrots
3780,Rhinella margaritifera
3782,Esperanzas
3787,Romer's Tree Frog
3789,Sarothrura affinis affinis
3790,Lawrence's Goldfinch
3792,Bumpy Rocket Frog
3793,Roth's Tree Frog
3795,Avoceta americana
3796,Leaden Flycatcher
3797,Lesser Crossbill
3800,Spangled Drongo
3801,Common Blackbird
3803,Australasian Common Garden Katydid
3804,Foothill Yellow-legged Frog
3806,Golondrina tijereta
3807,Mecopoda elongata
3810,Eurepa marginipennis
3811,Myopsalta parvula
3812,Costurero pico largo
3814,Common Hoopoe
3815,Bar-Faced Ground Crickets
3819,Spizella passerina
3820,Zonotrichia leucophrys
3822,Zonotrichia albicollis
3823,Pooecetes gramineus
3825,Spotted Sandpiper
3826,American Pipit
3827,Ardilla vientre rojo
3828,Piranga roja
3836,Burrowing Owl
3840,Tirano Pirirí
3841,Whistling Grass Frog
3842,Rusty Tree Frog
3843,Papamoscas Chico
3844,Aguililla pecho rojo
3845,Colibrí Magnífico
3847,Tettigades chilensis
3848,Eastern Buzzard
3855,Papamoscas viajero
3856,Loxoblemmus adina
3858,Bright-rumped Attila
3859,Beameria venosa
3862,Yoyetta
3866,Ensifera
3875,Leschenault’s Rousette
3876,Cape Sugarbird
3879,Assam Macaque
3882,Большой пёстрый дятел
3888,Southern White-browed Scrub Robin
3889,Grasfrosch
3892,Smooth-skinned Ditch Frog
3894,Bloody Bay Poison Frog
3901,Lesueur's Frog
3904,Eurasian Jackdaw
3905,True Crickets
3907,North Island Tomtit
3909,Empidonax Flycatchers
3912,American Avocet
3915,Giant Frog
3918,Great Lizard-Cuckoo
3919,Buteogallus gundlachii
3921,Myopsalta waterhousei
3924,Ganso Careto Mayor
3925,Diceroprocta obscurior
3926,Greater White-fronted Goose
3927,Yellow-throated Frog
3931,Ring-necked Pheasant
3938,Pelodytes atlanticus
3939,Procnias averano
3940,Mute Swan
3947,Lemon tree borer
3948,Accipiter tachiro tachiro
3954,Chipe Arroyero
3955,Piranga Roja
3956,Papamoscas de Hammond
3957,Papamoscas Empidonax
3960,Florida Bonneted Bat
3964,Karoo Lark
3965,Chipe rojo
3966,Carpintero Moteado
3970,Unknown bird calls
3972,Frogs and Toads
3976,Ammospiza leconteii
3983,Torresian Crow
3992,Elaenia pallatangae
3993,Rana Arbórea de Gladiadora
3997,Red Fox
3998,Red Fox Sparrow [iliaca]
4000,Oecanthus rohiniae
4001,Verdugo Americano
4004,Lemon-yellow Tree Frog
4009,Sumpfmeise
4011,Aguililla Alas Anchas
4014,Lapland Longspur
4019,Hecatesia fenestrata
4022,Southern Chorus Frog
4025,Oecanthus mhatreae
4027,Обыкновенный скворец
4028,Litoria ridibunda
4029,Crimson Rosella
4030,Lepidogryllus comparatus
4031,San Clemente Bell's Sparrow
4045,Black-faced Grassquit
4053,Tornier's Frog
4054,Chara verde
4055,White-naped Jay
4056,Chirique-Flusse Tree Frog
4057,Japu-preto
4058,Guacamaya azul amarilla
4059,Terpandrus jumbunna
4060,Yellow-headed Caracara
4071,Cacosterninae
4073,Brown Bunyip
4074,Red Belly Cicada
4077,Northern Spadefoot Toad
4081,Ross's Goose
4087,Macrotristria dorsalis
4088,Pauropsalta opaca
4089,Boana tetete
4095,Tamasa
4096,Lazuli × Indigo Bunting
4097,White-throated Treecreeper
4098,Harris's Sparrow
4102,Обыкновенная Иволга
4104,Papamoscas triste
4109,Green-winged Teal
4122,大冠鷲(蛇鵰)
4123,Carineta gemella
4125,Свиязь
4134,Paruline à calotte noire
4140,Coastal Plains Leopard Frog
4142,Eurasian Blue Tit
4146,Zanate caribeño
4153,Northern Dwarf Tree Frog
4154,Blue-winged Teal
4160,Poodytes punctatus punctatus
4162,Cistothorus palustris
4172,Eurasian Wigeon
4175,Tropical Mockingbird
4179,Troglodyte mignon
4197,Russet-backed Oropendola
4199,Guttural Toad
4200,Chicharras
4204,Ranita túngara
4207,Red-shafted Flicker
4211,鸕鶿
4212,Colibrí Colilargo Mayor
4217,Common Raccoon
4218,Charrán del Caspio
4224,Yellow-billed Cacique
4225,sýkora modřinka
4226,Chipe charquero
4231,Johnstone's Whistling Frog
4232,Silver-backed Butcherbird
4233,Long-eared Owl
4234,Огарь
4235,Зелёная Пересмешка
4241,Northern Yellow Warbler
4249,Flying Foxes
4250,Cinclus mexicanus
4252,Common Redpoll
4255,Серый журавль
4256,Neotropical Grass Frogs
4258,Piranga Hormiguera Garganta Roja
4263,Fernbird
4264,South Island Fernbird
4267,Long-tailed Koel
4271,Cincia bigia
4272,Zacatonero pecho negro
4273,Cicadoidea
4279,Eurasian Siskin
4284,Psittacula columboides
4287,Rana Común
4288,Cavaliere d'Italia
4294,Sphyrapicus ruber
4297,Seiurus aurocapilla
4298,Setophaga palmarum
4300,Palm Warbler
4303,Yellow-rumped Cacique
4305,Хохотунья
4306,Clock Cicada
4307,Pseudacris crucifer
4312,Снегирь
4313,Brant
4314,Black-headed Gull
4317,Setophaga pensylvanica
4324,Band-bellied Owl
4329,Attwater's Prairie-Chicken
4330,sturnelle des prés
4349,Обыкновенная зеленушка
4351,Mantled Howler Monkey
4354,Australian Black Field Cricket
4355,Confusing Pygmy Cricket
4357,Atlantic Song Sparrow
4372,Bufotes cypriensis
4375,Saltapared pecho gris
4388,Rana Arbórea Amarillenta
4396,Luzon Narrow-Mouthed Frog
4400,Papamoscas Gritón
4404,Bendire's Thrasher
4407,New Zealand Bellbird
4409,Spotless Crake
4420,European Toad
4421,Обыкновенная Кукушка
4423,Caprimulgus europaeus europaeus
4424,Catherpes mexicanus
4427,Redtailed Cicada
4428,Sand Dune Cicada
4431,Variable Cicada
4434,Gærdesmutte
4435,Black-and-white-casqued Hornbill
4436,Mau Forest guereza
4439,Dendropsophus nanus
4452,Sugar Glider
4458,Grey Heron
4464,Mouse-eared Bats
4472,Colaptes auratus luteus
4473,De Brazza's Monkey
4474,Grooved Keratin Beetle
4475,Olive Baboon
4476,Kikihi Cicadas
4478,Straight-billed Woodcreeper
4479,Зяблик
4482,黃痣藪眉
4486,Typical Thrashers
4491,Willow Tit
4492,Resplendent Quetzal
4497,Águila pescadora
4508,Грач
4510,True Sparrows
4515,Matraca Nuca Canela
4516,Townsend's Warbler
4520,Bell's Sparrow
4524,Rufous-winged Sparrow
4535,Московка
4536,Большая синица
4540,Zilpzalp
4546,Cuervo de la Hispaniola
4552,Tauhou (Silvereye)
4558,Eleutherodactylus abbotti
4570,White-eared Honeyeater
4576,Sagui-de-tufos-pretos
4579,Tarabilla Común Europea
4581,Thryomanes bewickii
4585,Gavilán Pollero
4593,Gray Vireo
4599,Snow Goose
4612,Esperanzas cabeza de cono
4613,Baeolophus bicolor
4617,Ladder-backed Woodpecker
4621,sizerin flammé
4623,Tórtola azul
4626,Tussock Cicada
4628,Rhinoceros Beetles
4640,Campbell's Cicada
4647,Lesser Prairie-Chicken
4649,Muskrat
4663,Crows and Ravens
4664,Hurter's Spadefoot
4668,Eurasian Wren
4669,Miogryllus
4674,Dusky-headed Parakeet
4675,Fauvette à tête noire
4676,Галка
4678,Merops persicus persicus
4679,Pristimantis paulodutrai
4683,Зарянка
4690,Urraca de pecho negro
4691,Bluthänfling
4695,Chestnut-breasted Quail-thrush
4696,Sittelle torchepot
4699,Inland Thornbill
4700,Chestnut-rumped Thornbill
4702,딱새
4706,Polynoncus bullatus
4712,Red-breasted Merganser
4719,Jilguerito Dominico
4723,Yellow-bellied Prinia
4735,Little Crow
4736,Обыкновенный ремез
4737,Обыкновенный канюк
4741,Pradero Tortillaconchile
4757,Acrocephalus dumetorum
4764,Leaf Warblers
4765,Sharp-tailed Grouse
4768,Hyla intermedia perrini
4769,Balearic Green Toad
4772,Peto-Real-Ibérico
4780,Aglaothorax ovatus armiger
4781,Phymonotus jacintotopos
4786,Aglaothorax morsei tectinota
